"ID";"Area (microns²)";"Perimeter (mm)";"Center X";"Center Y";"Image ID";"Image filename";"User";"Term";"Annotation thumb";"Annotation in Cytomine"
"7144924";"5693.5838924086875";"0.27747505632412517";"52643.32";"61916.13";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144924/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144924"
"7144847";"13620.000062771549";"0.4559378523216682";"49915.73";"60044.99";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Healthy";"http://cytomine.icube.unistra.fr/api/annotation/7144847/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144847"
"7144807";"12507.318587499994";"0.4190638618249492";"48662.43";"61230.58";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144807/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144807"
"7144712";"20255.071776770215";"0.5144298231797179";"57315.46";"59507.89";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144712/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144712"
"7144691";"18365.24283749999";"0.4899378709529495";"53163.65";"59021.43";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144691/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144691"
"7144645";"9965.964205404043";"0.3622215167673187";"53299.70";"57536.75";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144645/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144645"
"7144624";"20554.462998331834";"0.5236155744978263";"52390.88";"57230.77";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144624/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144624"
"7144605";"25467.672491975038";"0.5816064140894663";"53080.20";"56383.97";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144605/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144605"
"7144565";"26227.406816853672";"0.5912594359508613";"53645.21";"55345.63";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144565/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144565"
"7144534";"15399.92859495364";"0.4613131802916548";"57962.75";"54572.61";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144534/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144534"
"7144327";"40811.65074999998";"0.7339796593439571";"58371.97";"53621.01";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144327/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144327"
"7144306";"24741.505399999987";"0.5736868319288577";"58454.53";"52590.27";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144306/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144306"
"7144283";"36028.22886679055";"0.6931552232445227";"56015.44";"52685.19";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144283/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144283"
"7144264";"32091.835949999986";"0.6510454333134545";"55069.23";"53488.42";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144264/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144264"
"7144224";"31392.29688090896";"0.6437632749801754";"53825.48";"54042.40";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144224/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144224"
"7144205";"26756.705943662117";"0.5958970823564698";"52893.55";"53843.83";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144205/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144205"
"7144188";"46093.72793558391";"0.7773046675895404";"52130.90";"52844.80";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144188/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144188"
"7144167";"19446.02196003692";"0.5023342357986023";"47650.09";"52213.14";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144167/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144167"
"7144144";"23483.97712499999";"0.5551218502806136";"43059.88";"51987.00";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144144/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144144"
"7144121";"22869.87692499999";"0.5447993369233237";"45313.73";"50421.86";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144121/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144121"
"7144102";"23095.29838644611";"0.5552062823671706";"43550.63";"50317.68";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7144102/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7144102"
"7143974";"28474.306324999987";"0.6078159899766687";"43404.46";"49485.08";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143974/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143974"
"7143929";"27230.03934999999";"0.6011836244225075";"44828.28";"49460.48";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143929/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143929"
"7143565";"21636.703613657257";"0.537828740600508";"42751.31";"48485.55";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143565/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143565"
"7143546";"26377.798577154987";"0.5895540007609205";"42347.54";"47655.46";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143546/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143546"
"7143385";"39074.42044999998";"0.7151507691325313";"44925.98";"44950.40";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143385/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143385"
"7143358";"31789.121274999987";"0.6461553162693607";"41616.30";"43292.77";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143358/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143358"
"7143335";"9886.71643093876";"0.36273255750123873";"39487.13";"42493.67";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143335/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143335"
"7143260";"18338.079525928824";"0.492696078897719";"37417.12";"41999.12";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143260/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143260"
"7143216";"33543.94829999999";"0.6656173600872024";"35983.48";"41776.59";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143216/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143216"
"7143193";"19581.070837541105";"0.5147817004205179";"34389.26";"42374.58";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143193/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143193"
"7143172";"13504.916886464986";"0.42056689796732305";"33498.07";"43071.60";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Dead";"http://cytomine.icube.unistra.fr/api/annotation/7143172/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143172"
"7143151";"23768.911686851898";"0.5724809428734062";"33266.06";"41957.92";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143151/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143151"
"7143101";"23516.703342550707";"0.5561219434909108";"28943.70";"42194.10";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143101/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143101"
"7143070";"10558.417537499996";"0.3866517418899969";"29137.72";"43537.39";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143070/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143070"
"7143049";"26407.32869999999";"0.5925787453935873";"30984.70";"43858.09";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143049/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143049"
"7143032";"34903.74159999999";"0.6764728930903987";"31470.34";"44571.54";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143032/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143032"
"7143011";"34961.18865823168";"0.690568482034729";"34502.78";"44922.54";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7143011/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7143011"
"7142941";"37796.235149999986";"0.7079756096851062";"36613.05";"49539.10";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142941/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142941"
"7142922";"15357.222962499995";"0.4572714899568697";"35550.07";"48611.23";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142922/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142922"
"7142901";"27564.932964324456";"0.6140040045936492";"33817.91";"50062.30";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142901/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142901"
"7142878";"29594.75866249999";"0.6190242103800897";"34064.02";"52512.04";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142878/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142878"
"7142855";"14931.203700000096";"0.44211258368622236";"32614.88";"52528.03";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142855/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142855"
"7142832";"12460.138962499996";"0.4039973425173169";"31257.92";"51537.12";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Healthy";"http://cytomine.icube.unistra.fr/api/annotation/7142832/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142832"
"7142786";"29407.98097807236";"0.6206399307171743";"28541.40";"51818.38";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Healthy";"http://cytomine.icube.unistra.fr/api/annotation/7142786/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142786"
"7142769";"33387.394884292255";"0.6633556377380446";"27533.72";"51643.08";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142769/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142769"
"7142750";"24232.47549999999";"0.5639707033242733";"27482.50";"53603.55";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142750/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142750"
"7142677";"25379.09085260184";"0.5947898817534648";"21673.94";"52107.05";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142677/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142677"
"7142656";"6898.171224999997";"0.30364879873609385";"23920.79";"52639.96";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Healthy";"http://cytomine.icube.unistra.fr/api/annotation/7142656/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142656"
"7142629";"20468.003123747396";"0.5322331037041848";"22913.56";"52710.79";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142629/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142629"
"7142570";"30894.238549999987";"0.6401843393317238";"24669.45";"54176.83";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142570/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142570"
"7142508";"18414.59017499999";"0.48930115829338605";"20704.98";"56386.64";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142508/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142508"
"7142487";"39809.600483447946";"0.7231151688961907";"21791.32";"55698.41";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142487/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142487"
"7142470";"23724.975749999987";"0.5580098043321917";"20445.79";"54161.82";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142470/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142470"
"7142390";"23731.09634999999";"0.555924004611887";"18275.99";"52185.64";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142390/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142390"
"7142368";"30002.671149999987";"0.6282495784730838";"17863.54";"52927.44";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142368/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142368"
"7142348";"41738.02173165216";"0.7463294138322468";"15988.66";"52128.72";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142348/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142348"
"7142329";"9175.548269876652";"0.3527570417269298";"16165.05";"52970.70";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142329/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142329"
"7142310";"26482.399418409586";"0.5923177925597545";"17565.94";"55427.69";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142310/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142310"
"7142291";"30764.512034447547";"0.6399311462085951";"16651.31";"54207.87";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142291/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142291"
"7142274";"24564.05749788351";"0.5675224016599711";"15542.86";"54758.96";"17137";"IFTA_EXC_006_NX_NE5_106.svs";"alhajabdo";"Sclerotic";"http://cytomine.icube.unistra.fr/api/annotation/7142274/crop.png?draw=true&complete=true";"http://cytomine.icube.unistra.fr/#/project/1407/image/17137/annotation/7142274"
